Country,Code,Year,Life Ladder,Log GDP Per Capita,Social Support,Health Life Expectancy,Freedom,Generosity,Corruption,Country Code,electricity,Gross savings,Inflation,Primary completion rate,Renewable electricity,Renewable energy consumption,preprimary_education,primary_education,secondary_eductaion,undernourishment,population below poverty line ,drinking water services,Unemployment male rate,Unemployment women rate,Income Classification,Internet services,Life expectancy birth,Population,Rural population,Urban population
South Korea,KOR,2017,5.873887062,10.6202879,0.806929946,72.55000305,0.538113713,0.010287372,0.850690424,KOR,100,37.01428256,1.944455907,91.3551178,33.89781937,2.844500065,94.98519897,98.08860016,100.3382492,12.7760176,4.732528736,100,3.8,3.5,High income,95.06942188,82.62682927,51361911,18.497,81.503
Spain,ESP,2017,6.230173111,10.58478832,0.903158188,71.84999847,0.755560756,-0.0361076,0.791268766,ESP,100,22.18581552,1.956083333,100.5725479,33.89781937,15.68290043,92.45295715,102.710289,126.0045013,12.7760176,0.7,100,15.7,19,High income,84.6022457,83.28292683,46593236,19.92,80.08
Sri Lanka,LKA,2017,4.330945492,9.516662598,0.822770596,66.80000305,0.827077389,0.085094735,0.844210029,LKA,97.5,28.96042483,7.704137679,102.3903809,33.89781937,49.32640076,70.82926941,100.6327133,98.02662659,5.9,4.732528736,92,2.8,6.2,Lower-middle income,21.3,76.648,21444000,81.616,18.384
Palestine,PSE,2017,4.62813282,8.733620644,0.824345112,63.08116208,0.631611288,-0.182862684,0.830646336,PSE,99.7,14.36621911,0.212570934,99.82543945,33.89781937,10.50520039,56.24190903,98.91652679,88.9207077,12.7760176,4.732528736,97,21.5,42.8,Lower-middle income,63.3,73.74,4454805,24.106,75.894
Sweden,SWE,2017,7.286804676,10.85799789,0.914016783,71.65000153,0.934582114,0.166993141,0.239366919,SWE,100,28.51226273,1.794499047,105.3862762,33.89781937,52.85770035,96.32933807,126.5753784,152.8606873,12.7760176,0.2,100,7,6.4,High income,93.00626697,82.4097561,10057698,12.854,87.146
Switzerland,CHE,2017,7.473593235,11.14336205,0.949661374,72.09999847,0.924996912,0.173113212,0.316183478,CHE,100,32.34055774,0.53378784,97.15868378,33.89781937,25.00379944,103.5889664,105.1906815,102.4874268,12.7760176,0,100,4.6,5.1,High income,89.68614767,83.55121951,8451840,26.239,73.761
Tajikistan,TJK,2017,5.829234123,8.082228661,0.662693322,61.70000076,0.832002461,0.11894881,0.71833688,TJK,99.3,30.51052347,5.081150938,94.91239166,33.89781937,41.69319916,9.913700104,100.8574371,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,21.96,70.647,8880270,73.018,26.982
Tanzania,TZA,2017,3.347121239,7.80724287,0.705010295,57.59999847,0.800495505,0.11580196,0.653606057,TZA,32.41840363,30.60771251,5.318716052,91.28074342,33.89781937,83.82769775,44.95050812,89.21768188,27.34724998,24.1,49.4,93.46857671,7.874074074,9.485264133,Low income,15.99999943,64.479,54660345,66.947,33.053
Thailand,THA,2017,5.938895226,9.741441727,0.877268732,68.15000153,0.922896802,0.210786507,0.883816779,THA,99.9,31.9424667,0.665631893,93.4525528,33.89781937,22.26580048,73.61171722,99.62503052,116.7339401,7.7,0,100,0.8,0.8,Upper-middle income,52.89192934,76.683,69209817,50.8,49.2
Togo,TGO,2017,4.360805035,7.587156773,0.507805228,55.20000076,0.716694415,-0.062541232,0.725519598,TGO,48,17.05925186,-0.980289496,91.60781097,33.89781937,77.73750305,21.34416008,124.3509674,61.84572983,21.2,4.732528736,66,4.7,2.8,Low income,12.36022497,60.489,7698476,58.838,41.162
Trinidad and Tobago,TTO,2017,6.191859722,10.17404556,0.916029036,65.69999695,0.859140456,0.01170763,0.911336362,TTO,100,22.29355488,1.880384402,91.28074342,33.89781937,0.411799997,62.93905588,103.8314319,85.87845777,6.8,4.732528736,93.46857671,7.874074074,9.485264133,High income,77.32605293,73.245,1384060,46.795,53.205
Tunisia,TUN,2017,4.124342918,9.29421711,0.717381597,66.80000305,0.477956653,-0.223429456,0.868826747,TUN,100,8.487952253,5.308848396,95.0537796,33.89781937,11.82229996,62.93905588,115.6496124,85.87845777,12.7760176,4.732528736,96,12.4,22.6,Lower-middle income,55.50015506,76.31,11433438,31.358,68.642
Turkey,TUR,2017,5.607262135,10.22494888,0.876467824,68.05000305,0.644434214,-0.240131393,0.670910537,TUR,100,26.01308983,11.14431108,89.74890137,33.89781937,11.40299988,32.73926926,93.15498352,105.9922714,12.7760176,0.1,97,9.4,13.9,Upper-middle income,64.68461768,77.161,81116451,25.356,74.644
Uganda,UGA,2017,4.000516891,7.663124561,0.739956141,57.25,0.772344112,0.056213588,0.81577003,UGA,32.72455978,23.59815056,5.640931922,52.67176056,33.89781937,90.65940094,14.4080801,102.7047119,85.87845777,12.7760176,4.732528736,51,8.4,11.7,Low income,43.1947021,62.516,41166588,76.804,23.196
Ukraine,UKR,2017,4.311067104,9.380973816,0.858324885,64.05000305,0.598875523,-0.005324224,0.936764002,UKR,100,17.77783042,14.43832275,91.28074342,33.89781937,6.467599869,62.93905588,103.8314319,85.87845777,12.7760176,0,94,11.1,7.7,Lower-middle income,58.88947945,71.78097561,44831135,30.754,69.246
United Arab Emirates,ARE,2017,7.039419651,11.17300034,0.83552736,65.69999695,0.962016642,0.207089752,0.750439852,ARE,100,22.29355488,1.966825578,91.28074342,33.89781937,0.173199996,77.97611237,108.3970566,104.9479294,3.2,4.732528736,100,1.4,6.8,High income,94.81992254,77.647,9487206,13.752,86.248
United Kingdom,GBR,2017,7.103273392,10.74445915,0.937495291,69.90000153,0.812733293,0.286357582,0.418611348,GBR,100,14.45414237,2.557755776,100.1228638,33.89781937,9.720600128,106.3873062,101.1545563,125.8518677,12.7760176,0.3,100,4.4,4.2,High income,90.42455049,81.25609756,66058859,16.857,83.143
United States,USA,2017,6.9917593,11.00067806,0.921002865,66.34999847,0.868496716,0.192887589,0.681191266,USA,100,19.31329898,2.130110004,98.8321991,33.89781937,9.919099808,72.93408203,101.8214417,98.95233917,12.7760176,1.2,100,4.4,4.3,High income,87.27488917,78.53902439,325122128,17.942,82.058
Uruguay,URY,2017,6.336009979,10.04789066,0.91380167,67.5,0.897851646,-0.10079544,0.626581967,URY,99.8,15.90468539,6.218093826,98.69988251,33.89781937,60.68310165,93.38855743,108.4594421,120.2243118,12.7760176,0.1,99,6.6,9.5,High income,70.3223544,77.632,3436645,4.76,95.24
Uzbekistan,UZB,2017,6.421447754,8.830646515,0.942131102,64.09999847,0.985177755,0.116439149,0.464641601,UZB,100,36.2873463,5.081150938,98.40358734,33.89781937,1.771100044,26.75457001,103.6549225,93.33635712,12.7760176,4.732528736,98,6,5.6,Lower-middle income,48.69999885,71.388,32388600,49.45,50.55
Venezuela,VEN,2017,5.070750713,5.943209171,0.895879328,64.75,0.635505021,0.054433815,0.843969226,VEN,99.2,22.29355488,5.081150938,92.58873749,33.89781937,14.31040001,69.51506805,97.15033722,88.07701874,22.2,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,43.1947021,72.246,29402480,11.817,88.183
Vietnam,VNM,2017,5.175278664,9.110595703,0.814506296,65.09999847,0.738455519,-0.002299078,0.750439852,VNM,100,22.18582992,3.520256888,91.28074342,33.89781937,31.97570038,96.53198242,109.1508331,85.87845777,7.2,4.732528736,95,2,1.7,Lower-middle income,58.14,75.241,94600643,64.787,35.213
Zambia,ZMB,2017,3.932777405,8.130200386,0.74375391,53.54999924,0.823168576,0.140128255,0.739540637,ZMB,40.3,36.25246532,6.577311542,91.28074342,33.89781937,84.68779755,62.93905588,98.71552277,85.87845777,12.7760176,4.732528736,63,10.9,12.7,Lower-middle income,43.1947021,63.043,16853608,57.024,42.976
Zimbabwe,ZWE,2017,3.63830018,7.754387379,0.754147053,52.15000153,0.752826095,-0.080725066,0.751208007,ZWE,40.14428329,13.47709163,0.893962316,91.28074342,33.89781937,83.49299622,62.93905588,103.8314319,85.87845777,12.7760176,33.9,93.46857671,7.874074074,9.485264133,Low income,24.4,60.812,14236599,67.763,32.237
Albania,ALB,2018,5.004402637,9.496984482,0.683591664,69.07499695,0.824212313,0.007197479,0.899129391,ALB,100,16.81177005,2.028059631,101.5378571,33.89781937,38.26639938,80.49873352,106.9934235,95.43232727,4,4.732528736,94,12.6,11.9,Upper-middle income,65.4,78.458,2866376,39.681,60.319
Algeria,DZA,2018,5.043086052,9.369553566,0.798651338,66.30000305,0.58338058,-0.150559127,0.758704126,DZA,99.641922,40.36843567,4.269990205,105.143959,33.89781937,0.193299994,62.93905588,109.8828201,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,49.03846808,76.693,42228415,27.371,72.629
Argentina,ARG,2018,5.792796612,10.03219891,0.899911582,67.05000305,0.845894694,-0.214172736,0.855255246,ARG,100,14.42411905,5.081150938,91.28074342,33.89781937,10.52079964,62.93905588,103.8314319,85.87845777,3.5,1.4,93.46857671,8.2,10.5,Upper-middle income,43.1947021,76.52,44494502,8.13,91.87
Armenia,ARM,2018,5.062448502,9.490350723,0.814449012,66.82499695,0.807643652,-0.168632939,0.676826358,ARM,99.9,15.47335372,2.52023382,89.87895966,33.89781937,11.13300037,38.02128983,92.71524811,83.15068054,3.2,1.4,100,17.9,20.4,Lower-middle income,68.24505226,74.945,2951741,36.851,63.149
Australia,AUS,2018,7.17699337,10.8006525,0.940137267,70.82499695,0.916028142,0.142901212,0.404647499,AUS,100,21.69478471,1.911400944,91.28074342,33.89781937,9.645000458,165.6936035,100.1605911,132.7728882,12.7760176,4.732528736,100,5.3,5.3,High income,43.1947021,82.74878049,24982688,13.988,86.012
Austria,AUT,2018,7.396001816,10.91903114,0.911668122,70.77500153,0.904111981,0.049663041,0.52306056,AUT,100,26.8716825,1.998379814,99.81300354,33.89781937,33.84560013,103.2988434,103.3168488,99.95783997,12.7760176,0.6,100,5,4.7,High income,87.47913723,81.69268293,8840521,41.703,58.297
Azerbaijan,AZE,2018,5.167995453,9.561672211,0.781229913,63.47499847,0.772449255,-0.234876037,0.561206281,AZE,100,31.72467175,2.268546904,100.2199478,33.89781937,1.971300006,39.71232986,99.7220993,94.48007965,12.7760176,4.732528736,95,4.1,5.8,Upper-middle income,79.79999549,72.864,9939771,44.32,55.68
Bangladesh,BGD,2018,4.499217033,8.541788101,0.705556035,64.17500305,0.90147084,-0.055945847,0.701421201,BGD,91.8,33.26894557,5.543621395,91.28074342,33.89781937,30.70619965,40.81816101,116.4663391,72.69059753,10.8,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,11.5,72.32,161376713,63.368,36.632
Belarus,BLR,2018,5.233769894,9.850861549,0.904569268,65.77500153,0.643602371,-0.178330481,0.718455493,BLR,100,29.1994447,4.872302206,104.6179123,33.89781937,7.219799995,98.85489655,100.5002136,102.4395294,12.7760176,0,97,5.9,3.6,Upper-middle income,79.12988669,74.17560976,9483499,21.405,78.595
Belgium,BEL,2018,6.89217186,10.84180355,0.929815531,70.44999695,0.808386624,-0.128761545,0.630411804,BEL,100,24.72905901,2.053164999,91.28074342,33.89781937,10.6626997,114.0356598,103.3507004,155.9610748,12.7760176,0.1,100,6.3,5.6,High income,88.647343,81.59512195,11427054,1.999,98.001
Benin,BEN,2018,5.81982708,8.019667625,0.503544033,55.20000076,0.713264048,0.002967168,0.746510744,BEN,39.23860168,19.71714573,0.644803622,91.28074342,33.89781937,43.97230148,25.45034027,121.958252,85.87845777,7.3,4.732528736,93.46857671,7.874074074,9.485264133,Low income,26,61.47,11485035,52.688,47.312
Bolivia,BOL,2018,5.915734291,9.043848038,0.827159464,63.15000153,0.863246858,-0.094124205,0.786044598,BOL,92.8,16.12778626,2.272059872,94.83978271,33.89781937,7.572500229,74.47583771,98.15091705,89.72425079,12.6,4.9,92,3.4,3.6,Lower-middle income,44.2861422,71.239,11353140,30.575,69.425
Bosnia and Herzegovina,BIH,2018,5.887401104,9.551575661,0.835889578,67.15000153,0.658846438,0.121776573,0.912857771,BIH,100,15.86733032,1.41710814,91.28074342,33.89781937,35.40090179,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,96,17.2,20.3,Upper-middle income,70.12013504,77.262,3323929,51.755,48.245
Botswana,BWA,2018,3.4613657,9.613274574,0.794936001,53.625,0.817621112,-0.245726705,0.806945443,BWA,68.35865784,31.81652886,3.238015589,91.28074342,33.89781937,28.19890022,62.93905588,103.8314319,85.87845777,29.5,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,58,69.275,2254067,30.554,69.446
Brazil,BRA,2018,6.190921783,9.590117455,0.881505251,65.22499847,0.75060904,-0.120403156,0.763251305,BRA,99.7,12.70741996,3.664850284,91.28074342,33.89781937,47.06169891,62.93905588,103.8314319,85.87845777,12.7760176,4.4,99,10.8,14.2,Upper-middle income,70.43428254,75.672,209469320,13.431,86.569
Bulgaria,BGR,2018,5.098813534,10.00830364,0.923853278,66.19999695,0.724335909,-0.179910451,0.952014446,BGR,100,23.87611633,2.814544738,86.6185379,33.89781937,19.52750015,79.35311127,87.44220734,96.82090759,2.8,0.9,99,5.7,4.7,Upper-middle income,64.78201069,74.96341463,7025037,24.992,75.008
Burkina Faso,BFA,2018,4.92723608,7.626189232,0.664859474,54.52500153,0.720743477,-0.012058471,0.757398605,BFA,14.4,17.36235371,1.955943027,65.47892761,33.89781937,66.96620178,4.364999771,96.09037018,40.70972824,12.7,4.732528736,48,4.8,4.6,Low income,14,61.174,19751466,70.642,29.358
Burundi,BDI,2018,3.775283098,6.607255936,0.484715223,55.20000076,0.646398604,-0.022636671,0.598607659,BDI,10.59861469,4.355708807,-2.814698077,63.02138901,33.89781937,85.52690125,15.36692047,121.4215622,48.46501923,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,5,61.247,11175379,86.968,13.032
Cambodia,KHM,2018,5.121837616,8.347026825,0.794605374,61.29999924,0.958304822,0.032342847,0.750439852,KHM,91.83401489,25.30613673,2.4579649,87.9994812,33.89781937,61.83769989,23.82233047,107.4148483,85.87845777,6.8,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,65.00000218,69.57,16249795,76.612,23.388
Cameroon,CMR,2018,5.250737667,8.224833488,0.676825225,53.82500076,0.816304982,0.030961027,0.884441614,CMR,62.2,17.67109122,1.074299452,64.47068024,33.89781937,80.63030243,34.46434021,103.4021225,85.87845777,5.6,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,29.7,58.921,25216261,43.626,56.374
Canada,CAN,2018,7.175496578,10.79881001,0.922718763,71.25,0.9457829,0.101732664,0.371740848,CAN,100,19.5000262,2.268225672,91.28074342,33.89781937,22.18289948,62.93905588,101.501091,114.1235123,12.7760176,4.732528736,99,6.1,5.5,High income,94.64,82.04878049,37065178,18.589,81.411
Chad,TCD,2018,4.486325264,7.354710102,0.57725358,51.625,0.650354564,0.023422049,0.762879312,TCD,10.12151718,22.29355488,4.274621986,40.56021881,33.89781937,85.25779724,1.085680008,89.73428345,20.21027946,30.4,4.732528736,45,1.4,0.8,Low income,8,53.977,15477727,76.941,23.059
Chile,CHL,2018,6.436220646,10.12950611,0.890084922,69.84999847,0.78853035,-0.065820776,0.816297412,CHL,100,18.14408646,2.434889814,96.24210358,33.89781937,25.46069908,82.15422821,102.1792221,102.3675537,3,4.732528736,100,6.7,8,High income,43.1947021,80.042,18729166,12.436,87.564
China,CHN,2018,5.131433964,9.624698639,0.787605345,68.375,0.895377696,-0.161313266,0.750439852,CHN,100,44.38606648,2.0747904,91.28074342,33.89781937,13.12380028,88.09340668,100.2227478,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,59.2,76.704,1392730000,40.848,59.152
Colombia,COL,2018,5.983512402,9.576817513,0.870970428,68.82499695,0.850765765,-0.151604235,0.854820907,COL,98.5,16.17551272,3.240234138,106.7693863,33.89781937,30.71820068,78.49890137,114.5266571,97.50623322,7.9,4.2,97,7.1,11.8,Upper-middle income,64.12637682,77.109,49661056,19.222,80.778
Comoros,COM,2018,3.972819567,8.100110054,0.621302962,58.72499847,0.560182333,0.078678392,0.793758333,COM,81.6246109,13.06592718,5.081150938,91.28074342,33.89781937,55.00590134,21.80785942,99.50662994,59.46886063,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,43.1947021,64.118,832322,71.035,28.965
Congo,COG,2018,5.490214348,8.239173889,0.620622933,55.875,0.69870007,-0.101779334,0.738020182,COG,47.22546768,22.29355488,1.152778964,91.28074342,33.89781937,69.854599,62.93905588,103.8314319,85.87845777,36.8,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,43.1947021,64.29,5244363,33.084,66.916
Costa Rica,CRI,2018,7.141074657,9.928339958,0.875872433,70,0.941888332,-0.114396922,0.781301796,CRI,99.7,14.2984911,2.221114615,98.59436798,33.89781937,35.70479965,97.93650818,113.2942886,132.816925,3,1.5,100,8,12.2,Upper-middle income,73.47972844,80.095,4999443,20.66,79.34
Croatia,HRV,2018,5.536271095,10.24796391,0.909806848,68.42500305,0.690855622,-0.156301752,0.925408304,HRV,100,25.27326532,1.50012501,94.84780884,33.89781937,32.84730148,69.22509766,94.60305023,100.0797729,12.7760176,0.4,93.46857671,7.6,9.3,Upper-middle income,75.29462599,78.07073171,4087843,43.053,56.947
Cyprus,CYP,2018,6.276443005,10.59912777,0.825573206,72.19999695,0.794215024,-0.028720433,0.848337233,CYP,100,14.58966262,1.435491195,101.8767014,33.89781937,12.14360046,85.34308624,99.79544067,100.2535172,12.7760176,0,100,8,8.7,High income,84.43358252,80.828,1189262,33.19,66.81
Czechia,CZE,2018,7.034165382,10.59516621,0.929163933,68.67500305,0.790132403,-0.296867758,0.851382256,CZE,100,26.7640362,2.149494949,98.54006195,33.89781937,14.72529984,109.6585083,100.5089874,102.2979279,12.7760176,0,93.46857671,1.8,2.8,High income,80.68816754,79.02926829,10629928,26.208,73.792
Denmark,DNK,2018,7.648785591,10.93629456,0.958218873,70.875,0.935437799,0.013477051,0.150607437,DNK,100,30.16447402,0.813609467,101.0366287,33.89781937,35.32870102,99.64254761,100.5239105,129.7455444,12.7760176,0.2,100,4.9,5.4,High income,97.31920437,80.95365854,5793636,12.126,87.874
Dominican Republic,DOM,2018,5.433215618,9.769048691,0.861986339,63.79999924,0.866641581,-0.152807519,0.76227355,DOM,98.9,24.0461293,3.56443426,93.1275177,33.89781937,16.08819962,51.43738174,105.6986465,79.93869019,6.7,0.4,97,3.7,9,Upper-middle income,74.82204836,73.892,10627147,18.926,81.074
Ecuador,ECU,2018,6.128010273,9.359485626,0.851345003,68.25,0.869363725,-0.102550164,0.830743194,ECU,98.7,25.20464131,-0.224103246,104.4336777,33.89781937,16.3302002,66.13674927,103.267952,101.4356537,11.2,3.3,93.46857671,7.874074074,9.485264133,Upper-middle income,43.1947021,76.8,17084359,36.179,63.821
Egypt,EGY,2018,4.005450726,9.285797119,0.75882405,62.75,0.681654453,-0.214684471,0.750439852,EGY,100,13.8945011,14.40146578,100.6852112,33.89781937,4.744400024,28.70762062,106.2849274,87.91114044,5.1,4.732528736,99,6.8,21.3,Lower-middle income,46.92433677,71.825,98423602,57.296,42.704
El Salvador,SLV,2018,6.241199493,9.083892822,0.820299745,64.55000305,0.863334596,-0.099741079,0.800699532,SLV,97,15.59136094,1.090330006,86.60769653,33.89781937,23.21249962,66.69644165,94.82711029,71.66178894,8.6,1.5,98,4.2,3.8,Lower-middle income,43.8,73.096,6420740,27.977,72.023
Estonia,EST,2018,6.091302395,10.46252823,0.932693779,68.97499847,0.885618389,-0.144695237,0.620677948,EST,100,28.44984145,3.436326884,96.69463348,33.89781937,28.84219933,92.70336914,97.66768646,116.651741,12.7760176,0.2,100,5.4,5.3,High income,89.35700777,78.24390244,1321977,31.12,68.88
Eswatini,SWZ,2018,4.211565018,9.029177666,0.779269755,49.29999924,0.709973693,-0.179012388,0.692341149,SWZ,74.10943604,16.16405019,4.815061675,94.48487091,33.89781937,66.06520081,62.93905588,114.6936188,85.87845777,11.9,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,43.1947021,59.401,1136274,76.201,23.799
Ethiopia,ETH,2018,4.379262447,7.634074211,0.740154505,59.5,0.740343094,0.039047576,0.799466252,ETH,45.05340195,33.16306209,13.83076218,91.28074342,33.89781937,89.92310333,62.93905588,103.8314319,85.87845777,14.4,4.732528736,93.46857671,7.874074074,9.485264133,Low income,22,66.24,109224410,79.237,20.763
Finland,FIN,2018,7.85810709,10.77996635,0.962155044,70.92500305,0.937807381,-0.131461874,0.198604837,FIN,100,23.53712257,1.083820984,100.3738098,33.89781937,44.21670151,85.25000763,100.2051086,154.8202362,12.7760176,0.1,100,7.4,7.3,High income,88.88996,81.73414634,5515525,14.618,85.382
France,FRA,2018,6.665903568,10.71986866,0.921463072,72,0.816377223,-0.14162302,0.581775308,FRA,100,23.05814667,1.850815083,91.28074342,33.89781937,15.25259972,106.1591034,102.8740005,104.1385574,12.7760176,0,100,9,9.1,High income,82.04318678,82.72439024,67101930,19.556,80.444
Gabon,GAB,2018,4.783009052,9.564825058,0.78482759,57.27500153,0.719135404,-0.197794899,0.82286346,GAB,89.84184265,22.29355488,4.749066521,91.28074342,33.89781937,89.88710022,62.93905588,103.8314319,85.87845777,16.2,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,59.6,66.187,2119275,10.63,89.37
Gambia,GMB,2018,4.922099113,7.607178211,0.684799969,56.70000076,0.718728781,0.44307217,0.691069543,GMB,60.3,15.69166319,6.520968239,91.28074342,33.89781937,52.38359833,41.67163849,98.01438141,85.87845777,12.4,4.732528736,80,8.9,12.4,Low income,40,61.735,2280092,38.73,61.27
Georgia,GEO,2018,4.659097195,9.564751625,0.617218554,64.57499695,0.7751441,-0.235978231,0.754853785,GEO,99.9,21.34329691,2.615244714,95.50823212,33.89781937,27.9435997,62.93905588,98.63083649,105.9787216,8.1,4.5,97,13.9,11.2,Lower-middle income,62.7179082,73.6,3726549,41.368,58.632
Germany,DEU,2018,7.118364334,10.88615417,0.919763148,70.69999695,0.8768875,0.029869491,0.495673954,DEU,100,28.99051805,1.732167661,100.8433228,33.89781937,15.79559994,108.5268784,103.8945618,97.59349823,12.7760176,4.732528736,100,3.8,2.9,High income,87.03711209,80.89268293,82905782,22.688,77.312
Ghana,GHA,2018,5.003693104,8.541934013,0.760716796,57.625,0.816680491,0.060721479,0.846328497,GHA,80.4,21.02648287,0.407361985,93.80911255,33.89781937,41.97660065,114.5470505,103.5684662,71.31968689,6.4,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,43,63.78,29767108,43.94,56.06
Greece,GRC,2018,5.40928936,10.27990723,0.793500781,70.77500153,0.564455688,-0.33752656,0.860302389,GRC,100,9.868761545,0.625629147,97.93238068,33.89781937,17.85910034,77.60772705,99.36643219,104.8778992,12.7760176,0.1,100,15.4,24.2,High income,72.23837339,81.78780488,10732882,20.942,79.058
Guatemala,GTM,2018,6.626591682,9.04418087,0.841107249,62.09999847,0.909538031,-0.013063365,0.765454412,GTM,94.41300964,14.63716123,3.751861867,79.69037628,33.89781937,64.09770203,50.74465179,101.9026184,52.72243118,16,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,43.1947021,74.063,16346950,48.946,51.054
Haiti,HTI,2018,3.614928007,8.070012093,0.537975907,55.5,0.591468394,0.377203435,0.720444739,HTI,44.41743088,12.01668317,12.48141112,91.28074342,33.89781937,76.24299622,62.93905588,103.8314319,85.87845777,47.9,4.732528736,93.46857671,7.874074074,9.485264133,Low income,32.47362713,63.66,11123183,44.722,55.278
Honduras,HND,2018,5.908423901,8.623580933,0.827067018,62.57500076,0.872161686,0.098151118,0.803564787,HND,91.6,19.58047653,4.347349378,91.28074342,33.89781937,50.06240082,62.93905588,103.8314319,85.87845777,13.1,15.8,95,4.6,7.2,Lower-middle income,43.1947021,75.088,9587523,42.904,57.096
Hungary,HUN,2018,5.935770988,10.34568596,0.940591395,67.05000305,0.692627072,-0.246664539,0.911277413,HUN,100,26.94571704,2.850247926,98.84925079,33.89781937,13.53409958,85.78372955,96.76048279,103.9211578,12.7760176,0.2,100,3.5,4,High income,76.07436064,76.06585366,9775564,28.649,71.351
India,IND,2018,3.818068743,8.769686699,0.638051987,60,0.890443385,0.082797803,0.80526334,IND,95.19329834,31.31746848,3.945068664,91.28074342,33.89781937,31.68919945,60.65055847,103.8314319,74.37950897,14,4.732528736,90,5.3,5.3,Lower-middle income,20.08130004,69.416,1352642283,65.97,34.03
Indonesia,IDN,2018,5.340295792,9.341143608,0.809378862,62.67499924,0.879374385,0.508753896,0.867729425,IDN,98.51,31.6805228,3.198346416,102.3348389,17.03700074,20.86389923,62.34365845,106.41082,88.91017151,6.4,3.6,91,4.5,4.2,Lower-middle income,39.90463864,71.509,267670549,44.675,55.325
Iran,IRN,2018,4.278117657,9.59075737,0.673764706,66.15000153,0.603319883,0.075026356,0.703439772,IRN,100,22.29355488,18.01411834,91.28074342,33.89781937,0.995000005,62.93905588,103.8314319,85.87845777,5.4,0.5,97,10.5,19,Upper-middle income,70.200565,76.479,81800204,25.102,74.898
Iraq,IRQ,2018,4.8864007,9.209845543,0.763508916,62.22499847,0.597822785,-0.066626176,0.886699617,IRQ,99.9,36.03417195,0.367441489,91.28074342,33.89781937,0.477299988,62.93905588,103.8314319,85.87845777,37.4,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,43.1947021,70.454,38433604,29.527,70.473
Ireland,IRL,2018,6.962335587,11.33068848,0.937862396,71,0.861471593,0.139545679,0.362210244,IRL,100,35.4348105,0.488370168,97.32833862,33.89781937,10.74440002,93.49385834,101.0328827,154.9082947,12.7760176,4.732528736,97,5.8,5.7,High income,87.00014011,82.25609756,4867316,36.83,63.17
Israel,ISR,2018,6.92717886,10.59505272,0.90959543,72.25,0.724662304,0.050429799,0.770134807,ISR,100,24.39516417,0.817323896,102.4397507,33.89781937,3.715399981,111.0716476,104.6884308,105.5570602,12.7760176,4.732528736,100,4,4,High income,83.73315696,82.80243902,8882800,7.582,92.418
Italy,ITA,2018,6.516526699,10.64651775,0.912656128,71.82499695,0.650009274,-0.025133574,0.887824833,ITA,100,21.03692783,1.137487636,97.64672089,33.89781937,17.07430077,93.23574829,101.2479477,101.3531036,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,High income,74.38718292,83.34634146,60421760,29.562,70.438
Ivory Coast,CIV,2018,5.26837492,8.507064819,0.620882571,54.22499847,0.712590039,-0.051243655,0.790966868,CIV,67.17237091,15.67020865,0.359409031,74.60257721,33.89781937,63.5326004,8.204299927,99.79975128,51.02666092,14.9,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,37.54653613,57.422,25069226,49.221,50.779
Japan,JPN,2018,5.793575287,10.6391964,0.886431932,73.97499847,0.77347213,-0.266586483,0.686784506,JPN,100,27.83716325,0.97990367,91.28074342,33.89781937,7.387700081,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,99,2.6,2.2,High income,91.28,84.21097561,126529100,8.384,91.616
Jordan,JOR,2018,4.638933659,9.167902946,0.799544334,67.59999847,0.762420297,-0.186799958,0.750439852,JOR,99.9,10.59633475,4.462311085,72.70050812,33.89781937,7.189799786,27.1366806,81.45890045,63.11653137,8.2,4.732528736,99,17,24.1,Lower-middle income,43.1947021,74.405,9965322,9.021,90.979
Kazakhstan,KAZ,2018,6.00763607,10.14817142,0.936656713,64.59999847,0.84018296,-0.101779088,0.82378298,KAZ,100,27.7913301,6.019130966,110.3839035,33.89781937,1.855599999,62.93905588,105.836731,114.2437134,2.5,0,95,7.874074074,9.485264133,Upper-middle income,78.90391906,73.15,18276452,42.572,57.428
